student_id,question_id,topic,difficulty,question_type,student_answer,correct_answer,is_correct,score,time_spent,result,transaction
S31,Q27,Outlier Detection,Easy,MCQ,Candidate generation,Detect anomalies,0,0,15,Wrong,"['Student_S31', 'Topic_Outlier Detection', 'Difficulty_Easy', 'Wrong']"
S6,Q59,FP-Growth,Hard,True/False,True,Uses FP-tree,0,0,39,Wrong,"['Student_S6', 'Topic_FP-Growth', 'Difficulty_Hard', 'Wrong']"
S96,Q6,Clustering,Hard,MCQ,Reduce dimensionality,Initial centroids,0,0,14,Wrong,"['Student_S96', 'Topic_Clustering', 'Difficulty_Hard', 'Wrong']"
S76,Q37,Classification,Medium,MCQ,Uses FP-tree,Decision Tree,0,0,28,Wrong,"['Student_S76', 'Topic_Classification', 'Difficulty_Medium', 'Wrong']"
S34,Q55,Data Preprocessing,Medium,True/False,True,True,0,0,38,Wrong,"['Student_S34', 'Topic_Data Preprocessing', 'Difficulty_Medium', 'Wrong']"
S35,Q15,Clustering,Easy,MCQ,Initial centroids,Initial centroids,0,0,19,Wrong,"['Student_S35', 'Topic_Clustering', 'Difficulty_Easy', 'Wrong']"
S14,Q11,Outlier Detection,Medium,True/False,Reduce dimensionality,Detect anomalies,0,0,17,Wrong,"['Student_S14', 'Topic_Outlier Detection', 'Difficulty_Medium', 'Wrong']"
S69,Q23,FP-Growth,Medium,True/False,Detect anomalies,Uses FP-tree,0,0,26,Wrong,"['Student_S69', 'Topic_FP-Growth', 'Difficulty_Medium', 'Wrong']"
S16,Q6,Association Rules,Hard,True/False,Support and Confidence,Support and Confidence,1,1,55,Correct,"['Student_S16', 'Topic_Association Rules', 'Difficulty_Hard', 'Correct']"
S90,Q39,Classification,Easy,True/False,Support and Confidence,Decision Tree,0,0,15,Wrong,"['Student_S90', 'Topic_Classification', 'Difficulty_Easy', 'Wrong']"
S92,Q16,Data Preprocessing,Medium,MCQ,True,True,1,1,53,Correct,"['Student_S92', 'Topic_Data Preprocessing', 'Difficulty_Medium', 'Correct']"
S39,Q17,Association Rules,Easy,True/False,Support and Confidence,Support and Confidence,1,1,38,Correct,"['Student_S39', 'Topic_Association Rules', 'Difficulty_Easy', 'Correct']"
S72,Q48,Evaluation Metrics,Easy,MCQ,Accuracy,Accuracy,1,1,39,Correct,"['Student_S72', 'Topic_Evaluation Metrics', 'Difficulty_Easy', 'Correct']"
S14,Q52,Association Rules,Easy,MCQ,Decision Tree,Support and Confidence,0,0,59,Wrong,"['Student_S14', 'Topic_Association Rules', 'Difficulty_Easy', 'Wrong']"
S29,Q9,FP-Growth,Medium,True/False,Uses FP-tree,Uses FP-tree,1,1,53,Correct,"['Student_S29', 'Topic_FP-Growth', 'Difficulty_Medium', 'Correct']"
S81,Q42,Clustering,Hard,True/False,Initial centroids,Initial centroids,1,1,14,Correct,"['Student_S81', 'Topic_Clustering', 'Difficulty_Hard', 'Correct']"
S3,Q5,FP-Growth,Hard,True/False,Support and Confidence,Uses FP-tree,0,0,15,Wrong,"['Student_S3', 'Topic_FP-Growth', 'Difficulty_Hard', 'Wrong']"
S43,Q8,Classification,Medium,MCQ,Decision Tree,Decision Tree,1,1,20,Correct,"['Student_S43', 'Topic_Classification', 'Difficulty_Medium', 'Correct']"
S74,Q28,Feature Selection,Medium,MCQ,Reduce dimensionality,Reduce dimensionality,1,1,34,Correct,"['Student_S74', 'Topic_Feature Selection', 'Difficulty_Medium', 'Correct']"
S88,Q28,Association Rules,Medium,MCQ,Support and Confidence,Support and Confidence,0,0,27,Wrong,"['Student_S88', 'Topic_Association Rules', 'Difficulty_Medium', 'Wrong']"
S36,Q29,Association Rules,Easy,MCQ,Candidate generation,Support and Confidence,0,0,41,Wrong,"['Student_S36', 'Topic_Association Rules', 'Difficulty_Easy', 'Wrong']"
S53,Q57,Evaluation Metrics,Medium,MCQ,Accuracy,Accuracy,1,1,15,Correct,"['Student_S53', 'Topic_Evaluation Metrics', 'Difficulty_Medium', 'Correct']"
S36,Q25,Association Rules,Medium,MCQ,Support and Confidence,Support and Confidence,1,1,51,Correct,"['Student_S36', 'Topic_Association Rules', 'Difficulty_Medium', 'Correct']"
S68,Q16,Evaluation Metrics,Easy,True/False,True,Accuracy,0,0,40,Wrong,"['Student_S68', 'Topic_Evaluation Metrics', 'Difficulty_Easy', 'Wrong']"
S70,Q51,Outlier Detection,Medium,True/False,Reduce dimensionality,Detect anomalies,0,0,27,Wrong,"['Student_S70', 'Topic_Outlier Detection', 'Difficulty_Medium', 'Wrong']"
S24,Q2,Data Preprocessing,Hard,MCQ,True,True,1,1,11,Correct,"['Student_S24', 'Topic_Data Preprocessing', 'Difficulty_Hard', 'Correct']"
S100,Q18,Classification,Medium,True/False,Decision Tree,Decision Tree,1,1,59,Correct,"['Student_S100', 'Topic_Classification', 'Difficulty_Medium', 'Correct']"
S75,Q15,Association Rules,Easy,MCQ,Support and Confidence,Support and Confidence,1,1,52,Correct,"['Student_S75', 'Topic_Association Rules', 'Difficulty_Easy', 'Correct']"
S31,Q18,Evaluation Metrics,Hard,MCQ,Accuracy,Accuracy,1,1,58,Correct,"['Student_S31', 'Topic_Evaluation Metrics', 'Difficulty_Hard', 'Correct']"
S29,Q37,Feature Selection,Medium,MCQ,Reduce dimensionality,Reduce dimensionality,1,1,21,Correct,"['Student_S29', 'Topic_Feature Selection', 'Difficulty_Medium', 'Correct']"
S31,Q38,Data Preprocessing,Hard,True/False,True,True,1,1,47,Correct,"['Student_S31', 'Topic_Data Preprocessing', 'Difficulty_Hard', 'Correct']"
S4,Q46,Data Preprocessing,Hard,MCQ,Uses FP-tree,True,0,0,41,Wrong,"['Student_S4', 'Topic_Data Preprocessing', 'Difficulty_Hard', 'Wrong']"
S70,Q20,Association Rules,Medium,MCQ,Initial centroids,Support and Confidence,0,0,13,Wrong,"['Student_S70', 'Topic_Association Rules', 'Difficulty_Medium', 'Wrong']"
S30,Q39,FP-Growth,Easy,True/False,Uses FP-tree,Uses FP-tree,1,1,10,Correct,"['Student_S30', 'Topic_FP-Growth', 'Difficulty_Easy', 'Correct']"
S43,Q59,FP-Growth,Easy,True/False,Uses FP-tree,Uses FP-tree,1,1,55,Correct,"['Student_S43', 'Topic_FP-Growth', 'Difficulty_Easy', 'Correct']"
S23,Q59,Data Preprocessing,Easy,MCQ,True,True,1,1,19,Correct,"['Student_S23', 'Topic_Data Preprocessing', 'Difficulty_Easy', 'Correct']"
S76,Q46,Association Rules,Easy,True/False,Support and Confidence,Support and Confidence,1,1,14,Correct,"['Student_S76', 'Topic_Association Rules', 'Difficulty_Easy', 'Correct']"
S48,Q46,Feature Selection,Hard,MCQ,True,Reduce dimensionality,0,0,29,Wrong,"['Student_S48', 'Topic_Feature Selection', 'Difficulty_Hard', 'Wrong']"
S42,Q9,Association Rules,Hard,True/False,Support and Confidence,Support and Confidence,1,1,60,Correct,"['Student_S42', 'Topic_Association Rules', 'Difficulty_Hard', 'Correct']"
S82,Q32,Data Preprocessing,Easy,True/False,True,True,1,1,24,Correct,"['Student_S82', 'Topic_Data Preprocessing', 'Difficulty_Easy', 'Correct']"
S86,Q38,Association Rules,Medium,True/False,Candidate generation,Support and Confidence,0,0,18,Wrong,"['Student_S86', 'Topic_Association Rules', 'Difficulty_Medium', 'Wrong']"
S23,Q47,Classification,Hard,True/False,Decision Tree,Decision Tree,0,0,21,Wrong,"['Student_S23', 'Topic_Classification', 'Difficulty_Hard', 'Wrong']"
S78,Q21,FP-Growth,Hard,MCQ,Uses FP-tree,Uses FP-tree,1,1,41,Correct,"['Student_S78', 'Topic_FP-Growth', 'Difficulty_Hard', 'Correct']"
S19,Q22,Clustering,Easy,True/False,True,Initial centroids,0,0,20,Wrong,"['Student_S19', 'Topic_Clustering', 'Difficulty_Easy', 'Wrong']"
S82,Q57,Clustering,Hard,True/False,Detect anomalies,Initial centroids,0,0,10,Wrong,"['Student_S82', 'Topic_Clustering', 'Difficulty_Hard', 'Wrong']"
S34,Q14,FP-Growth,Hard,MCQ,True,Uses FP-tree,0,0,26,Wrong,"['Student_S34', 'Topic_FP-Growth', 'Difficulty_Hard', 'Wrong']"
S14,Q47,Classification,Easy,True/False,Detect anomalies,Decision Tree,0,0,56,Wrong,"['Student_S14', 'Topic_Classification', 'Difficulty_Easy', 'Wrong']"
S54,Q11,Feature Selection,Medium,True/False,True,Reduce dimensionality,0,0,44,Wrong,"['Student_S54', 'Topic_Feature Selection', 'Difficulty_Medium', 'Wrong']"
S49,Q7,Outlier Detection,Hard,MCQ,Detect anomalies,Detect anomalies,1,1,20,Correct,"['Student_S49', 'Topic_Outlier Detection', 'Difficulty_Hard', 'Correct']"
S58,Q5,Classification,Medium,MCQ,Decision Tree,Decision Tree,1,1,30,Correct,"['Student_S58', 'Topic_Classification', 'Difficulty_Medium', 'Correct']"
S34,Q7,Clustering,Medium,MCQ,Initial centroids,Initial centroids,1,1,34,Correct,"['Student_S34', 'Topic_Clustering', 'Difficulty_Medium', 'Correct']"
S21,Q47,Clustering,Hard,MCQ,Initial centroids,Initial centroids,1,1,31,Correct,"['Student_S21', 'Topic_Clustering', 'Difficulty_Hard', 'Correct']"
S77,Q40,Outlier Detection,Hard,MCQ,Detect anomalies,Detect anomalies,1,1,37,Correct,"['Student_S77', 'Topic_Outlier Detection', 'Difficulty_Hard', 'Correct']"
S84,Q11,Feature Selection,Easy,MCQ,Initial centroids,Reduce dimensionality,0,0,31,Wrong,"['Student_S84', 'Topic_Feature Selection', 'Difficulty_Easy', 'Wrong']"
S27,Q13,Feature Selection,Hard,True/False,Reduce dimensionality,Reduce dimensionality,1,1,52,Correct,"['Student_S27', 'Topic_Feature Selection', 'Difficulty_Hard', 'Correct']"
S37,Q20,FP-Growth,Easy,MCQ,Uses FP-tree,Uses FP-tree,1,1,35,Correct,"['Student_S37', 'Topic_FP-Growth', 'Difficulty_Easy', 'Correct']"
S74,Q36,Outlier Detection,Easy,MCQ,Detect anomalies,Detect anomalies,1,1,33,Correct,"['Student_S74', 'Topic_Outlier Detection', 'Difficulty_Easy', 'Correct']"
S1,Q28,Clustering,Medium,True/False,Initial centroids,Initial centroids,1,1,22,Correct,"['Student_S1', 'Topic_Clustering', 'Difficulty_Medium', 'Correct']"
S13,Q2,FP-Growth,Easy,True/False,Initial centroids,Uses FP-tree,0,0,40,Wrong,"['Student_S13', 'Topic_FP-Growth', 'Difficulty_Easy', 'Wrong']"
S15,Q20,Feature Selection,Medium,True/False,Candidate generation,Reduce dimensionality,0,0,15,Wrong,"['Student_S15', 'Topic_Feature Selection', 'Difficulty_Medium', 'Wrong']"
S83,Q35,Feature Selection,Easy,True/False,Reduce dimensionality,Reduce dimensionality,1,1,34,Correct,"['Student_S83', 'Topic_Feature Selection', 'Difficulty_Easy', 'Correct']"
S48,Q12,Outlier Detection,Easy,True/False,Detect anomalies,Detect anomalies,1,1,38,Correct,"['Student_S48', 'Topic_Outlier Detection', 'Difficulty_Easy', 'Correct']"
S60,Q17,FP-Growth,Medium,MCQ,Uses FP-tree,Uses FP-tree,1,1,19,Correct,"['Student_S60', 'Topic_FP-Growth', 'Difficulty_Medium', 'Correct']"
S97,Q45,Clustering,Easy,True/False,Initial centroids,Initial centroids,1,1,44,Correct,"['Student_S97', 'Topic_Clustering', 'Difficulty_Easy', 'Correct']"
S53,Q49,FP-Growth,Hard,MCQ,Uses FP-tree,Uses FP-tree,1,1,34,Correct,"['Student_S53', 'Topic_FP-Growth', 'Difficulty_Hard', 'Correct']"
S67,Q27,Evaluation Metrics,Hard,True/False,Accuracy,Accuracy,1,1,46,Correct,"['Student_S67', 'Topic_Evaluation Metrics', 'Difficulty_Hard', 'Correct']"
S31,Q31,Apriori,Easy,True/False,Decision Tree,Candidate generation,0,0,42,Wrong,"['Student_S31', 'Topic_Apriori', 'Difficulty_Easy', 'Wrong']"
S74,Q58,Evaluation Metrics,Hard,MCQ,Initial centroids,Accuracy,0,0,58,Wrong,"['Student_S74', 'Topic_Evaluation Metrics', 'Difficulty_Hard', 'Wrong']"
S58,Q12,Association Rules,Easy,MCQ,Support and Confidence,Support and Confidence,0,0,12,Wrong,"['Student_S58', 'Topic_Association Rules', 'Difficulty_Easy', 'Wrong']"
S55,Q6,Feature Selection,Easy,MCQ,Candidate generation,Reduce dimensionality,0,0,30,Wrong,"['Student_S55', 'Topic_Feature Selection', 'Difficulty_Easy', 'Wrong']"
S94,Q59,Clustering,Easy,True/False,Accuracy,Initial centroids,0,0,35,Wrong,"['Student_S94', 'Topic_Clustering', 'Difficulty_Easy', 'Wrong']"
S71,Q21,Apriori,Hard,True/False,Decision Tree,Candidate generation,0,0,60,Wrong,"['Student_S71', 'Topic_Apriori', 'Difficulty_Hard', 'Wrong']"
S90,Q40,Evaluation Metrics,Medium,MCQ,Reduce dimensionality,Accuracy,0,0,19,Wrong,"['Student_S90', 'Topic_Evaluation Metrics', 'Difficulty_Medium', 'Wrong']"
S19,Q37,Clustering,Easy,MCQ,Candidate generation,Initial centroids,0,0,44,Wrong,"['Student_S19', 'Topic_Clustering', 'Difficulty_Easy', 'Wrong']"
S45,Q57,Feature Selection,Medium,True/False,Reduce dimensionality,Reduce dimensionality,1,1,51,Correct,"['Student_S45', 'Topic_Feature Selection', 'Difficulty_Medium', 'Correct']"
S63,Q37,Outlier Detection,Easy,MCQ,Candidate generation,Detect anomalies,0,0,35,Wrong,"['Student_S63', 'Topic_Outlier Detection', 'Difficulty_Easy', 'Wrong']"
S19,Q40,Feature Selection,Easy,True/False,Reduce dimensionality,Reduce dimensionality,1,1,31,Correct,"['Student_S19', 'Topic_Feature Selection', 'Difficulty_Easy', 'Correct']"
S89,Q16,Classification,Hard,True/False,Decision Tree,Decision Tree,1,1,27,Correct,"['Student_S89', 'Topic_Classification', 'Difficulty_Hard', 'Correct']"
S48,Q2,Data Preprocessing,Medium,True/False,True,True,1,1,27,Correct,"['Student_S48', 'Topic_Data Preprocessing', 'Difficulty_Medium', 'Correct']"
S63,Q55,Clustering,Easy,MCQ,Candidate generation,Initial centroids,0,0,57,Wrong,"['Student_S63', 'Topic_Clustering', 'Difficulty_Easy', 'Wrong']"
S57,Q50,Data Preprocessing,Medium,True/False,True,True,1,1,48,Correct,"['Student_S57', 'Topic_Data Preprocessing', 'Difficulty_Medium', 'Correct']"
S83,Q6,FP-Growth,Medium,MCQ,Uses FP-tree,Uses FP-tree,1,1,36,Correct,"['Student_S83', 'Topic_FP-Growth', 'Difficulty_Medium', 'Correct']"
S95,Q32,Evaluation Metrics,Medium,MCQ,Accuracy,Accuracy,1,1,42,Correct,"['Student_S95', 'Topic_Evaluation Metrics', 'Difficulty_Medium', 'Correct']"
S21,Q5,Apriori,Hard,True/False,Candidate generation,Candidate generation,1,1,18,Correct,"['Student_S21', 'Topic_Apriori', 'Difficulty_Hard', 'Correct']"
S100,Q55,Evaluation Metrics,Hard,MCQ,Support and Confidence,Accuracy,0,0,22,Wrong,"['Student_S100', 'Topic_Evaluation Metrics', 'Difficulty_Hard', 'Wrong']"
S26,Q54,Classification,Easy,MCQ,Detect anomalies,Decision Tree,0,0,13,Wrong,"['Student_S26', 'Topic_Classification', 'Difficulty_Easy', 'Wrong']"
S47,Q46,FP-Growth,Medium,True/False,Uses FP-tree,Uses FP-tree,1,1,39,Correct,"['Student_S47', 'Topic_FP-Growth', 'Difficulty_Medium', 'Correct']"
S65,Q26,Clustering,Hard,MCQ,Initial centroids,Initial centroids,1,1,25,Correct,"['Student_S65', 'Topic_Clustering', 'Difficulty_Hard', 'Correct']"
S48,Q32,Outlier Detection,Easy,True/False,Detect anomalies,Detect anomalies,1,1,47,Correct,"['Student_S48', 'Topic_Outlier Detection', 'Difficulty_Easy', 'Correct']"
S71,Q23,Data Preprocessing,Easy,True/False,True,True,1,1,57,Correct,"['Student_S71', 'Topic_Data Preprocessing', 'Difficulty_Easy', 'Correct']"
S89,Q6,Apriori,Easy,True/False,Decision Tree,Candidate generation,0,0,20,Wrong,"['Student_S89', 'Topic_Apriori', 'Difficulty_Easy', 'Wrong']"
S74,Q50,FP-Growth,Easy,MCQ,Uses FP-tree,Uses FP-tree,1,1,53,Correct,"['Student_S74', 'Topic_FP-Growth', 'Difficulty_Easy', 'Correct']"
S27,Q18,Feature Selection,Hard,MCQ,Decision Tree,Reduce dimensionality,0,0,40,Wrong,"['Student_S27', 'Topic_Feature Selection', 'Difficulty_Hard', 'Wrong']"
S17,Q42,Association Rules,Hard,MCQ,Uses FP-tree,Support and Confidence,0,0,26,Wrong,"['Student_S17', 'Topic_Association Rules', 'Difficulty_Hard', 'Wrong']"
S78,Q52,Apriori,Hard,True/False,Candidate generation,Candidate generation,1,1,37,Correct,"['Student_S78', 'Topic_Apriori', 'Difficulty_Hard', 'Correct']"
S49,Q55,Data Preprocessing,Medium,True/False,True,True,1,1,23,Correct,"['Student_S49', 'Topic_Data Preprocessing', 'Difficulty_Medium', 'Correct']"
S60,Q20,Evaluation Metrics,Hard,True/False,Initial centroids,Accuracy,0,0,10,Wrong,"['Student_S60', 'Topic_Evaluation Metrics', 'Difficulty_Hard', 'Wrong']"
S66,Q43,Data Preprocessing,Hard,True/False,Candidate generation,True,0,0,53,Wrong,"['Student_S66', 'Topic_Data Preprocessing', 'Difficulty_Hard', 'Wrong']"
S14,Q31,Clustering,Medium,True/False,Initial centroids,Initial centroids,1,1,50,Correct,"['Student_S14', 'Topic_Clustering', 'Difficulty_Medium', 'Correct']"
S42,Q56,Apriori,Medium,True/False,Uses FP-tree,Candidate generation,0,0,19,Wrong,"['Student_S42', 'Topic_Apriori', 'Difficulty_Medium', 'Wrong']"
S67,Q49,FP-Growth,Easy,True/False,Uses FP-tree,Uses FP-tree,1,1,52,Correct,"['Student_S67', 'Topic_FP-Growth', 'Difficulty_Easy', 'Correct']"
S41,Q44,Association Rules,Hard,MCQ,Detect anomalies,Support and Confidence,0,0,28,Wrong,"['Student_S41', 'Topic_Association Rules', 'Difficulty_Hard', 'Wrong']"
S34,Q59,Feature Selection,Medium,True/False,Reduce dimensionality,Reduce dimensionality,1,1,57,Correct,"['Student_S34', 'Topic_Feature Selection', 'Difficulty_Medium', 'Correct']"
S5,Q38,FP-Growth,Medium,MCQ,Uses FP-tree,Uses FP-tree,1,1,53,Correct,"['Student_S5', 'Topic_FP-Growth', 'Difficulty_Medium', 'Correct']"
S69,Q41,Outlier Detection,Hard,True/False,Accuracy,Detect anomalies,0,0,29,Wrong,"['Student_S69', 'Topic_Outlier Detection', 'Difficulty_Hard', 'Wrong']"
S22,Q54,Evaluation Metrics,Easy,True/False,Initial centroids,Accuracy,0,0,40,Wrong,"['Student_S22', 'Topic_Evaluation Metrics', 'Difficulty_Easy', 'Wrong']"
S17,Q48,Apriori,Hard,MCQ,True,Candidate generation,0,0,51,Wrong,"['Student_S17', 'Topic_Apriori', 'Difficulty_Hard', 'Wrong']"
S12,Q15,Data Preprocessing,Easy,True/False,Reduce dimensionality,True,0,0,60,Wrong,"['Student_S12', 'Topic_Data Preprocessing', 'Difficulty_Easy', 'Wrong']"
S43,Q24,Apriori,Hard,True/False,Candidate generation,Candidate generation,1,1,39,Correct,"['Student_S43', 'Topic_Apriori', 'Difficulty_Hard', 'Correct']"
S16,Q31,Classification,Hard,MCQ,Detect anomalies,Decision Tree,0,0,22,Wrong,"['Student_S16', 'Topic_Classification', 'Difficulty_Hard', 'Wrong']"
S65,Q8,Feature Selection,Hard,True/False,Reduce dimensionality,Reduce dimensionality,1,1,36,Correct,"['Student_S65', 'Topic_Feature Selection', 'Difficulty_Hard', 'Correct']"
S7,Q56,Association Rules,Easy,MCQ,True,Support and Confidence,0,0,36,Wrong,"['Student_S7', 'Topic_Association Rules', 'Difficulty_Easy', 'Wrong']"
S73,Q58,Outlier Detection,Easy,True/False,Detect anomalies,Detect anomalies,1,1,55,Correct,"['Student_S73', 'Topic_Outlier Detection', 'Difficulty_Easy', 'Correct']"
S24,Q50,Clustering,Medium,True/False,Initial centroids,Initial centroids,1,1,50,Correct,"['Student_S24', 'Topic_Clustering', 'Difficulty_Medium', 'Correct']"
S23,Q21,Classification,Easy,True/False,Decision Tree,Decision Tree,1,1,27,Correct,"['Student_S23', 'Topic_Classification', 'Difficulty_Easy', 'Correct']"
S27,Q49,Association Rules,Hard,MCQ,Support and Confidence,Support and Confidence,1,1,41,Correct,"['Student_S27', 'Topic_Association Rules', 'Difficulty_Hard', 'Correct']"
S98,Q50,Clustering,Easy,True/False,Initial centroids,Initial centroids,1,1,50,Correct,"['Student_S98', 'Topic_Clustering', 'Difficulty_Easy', 'Correct']"
S55,Q26,Feature Selection,Medium,True/False,Decision Tree,Reduce dimensionality,0,0,12,Wrong,"['Student_S55', 'Topic_Feature Selection', 'Difficulty_Medium', 'Wrong']"
S69,Q13,Data Preprocessing,Easy,True/False,True,True,1,1,58,Correct,"['Student_S69', 'Topic_Data Preprocessing', 'Difficulty_Easy', 'Correct']"
S68,Q13,Classification,Hard,MCQ,Decision Tree,Decision Tree,1,1,50,Correct,"['Student_S68', 'Topic_Classification', 'Difficulty_Hard', 'Correct']"
S94,Q16,FP-Growth,Hard,True/False,Uses FP-tree,Uses FP-tree,1,1,29,Correct,"['Student_S94', 'Topic_FP-Growth', 'Difficulty_Hard', 'Correct']"
S17,Q7,Feature Selection,Hard,True/False,Support and Confidence,Reduce dimensionality,0,0,14,Wrong,"['Student_S17', 'Topic_Feature Selection', 'Difficulty_Hard', 'Wrong']"
S6,Q20,Apriori,Medium,True/False,Candidate generation,Candidate generation,1,1,37,Correct,"['Student_S6', 'Topic_Apriori', 'Difficulty_Medium', 'Correct']"
S88,Q9,Data Preprocessing,Medium,True/False,True,True,1,1,58,Correct,"['Student_S88', 'Topic_Data Preprocessing', 'Difficulty_Medium', 'Correct']"
S25,Q11,Feature Selection,Easy,MCQ,Uses FP-tree,Reduce dimensionality,0,0,56,Wrong,"['Student_S25', 'Topic_Feature Selection', 'Difficulty_Easy', 'Wrong']"
S17,Q14,Classification,Hard,MCQ,Initial centroids,Decision Tree,0,0,33,Wrong,"['Student_S17', 'Topic_Classification', 'Difficulty_Hard', 'Wrong']"
S92,Q42,Classification,Medium,True/False,Decision Tree,Decision Tree,1,1,59,Correct,"['Student_S92', 'Topic_Classification', 'Difficulty_Medium', 'Correct']"
S69,Q40,Classification,Hard,MCQ,Decision Tree,Decision Tree,1,1,52,Correct,"['Student_S69', 'Topic_Classification', 'Difficulty_Hard', 'Correct']"
S14,Q42,Classification,Easy,MCQ,Decision Tree,Decision Tree,1,1,36,Correct,"['Student_S14', 'Topic_Classification', 'Difficulty_Easy', 'Correct']"
S57,Q25,Clustering,Hard,True/False,Detect anomalies,Initial centroids,0,0,54,Wrong,"['Student_S57', 'Topic_Clustering', 'Difficulty_Hard', 'Wrong']"
S20,Q14,Classification,Medium,True/False,Decision Tree,Decision Tree,1,1,52,Correct,"['Student_S20', 'Topic_Classification', 'Difficulty_Medium', 'Correct']"
S13,Q43,Evaluation Metrics,Medium,MCQ,Reduce dimensionality,Accuracy,0,0,16,Wrong,"['Student_S13', 'Topic_Evaluation Metrics', 'Difficulty_Medium', 'Wrong']"
S66,Q47,Clustering,Medium,MCQ,Initial centroids,Initial centroids,0,0,41,Wrong,"['Student_S66', 'Topic_Clustering', 'Difficulty_Medium', 'Wrong']"
S26,Q39,FP-Growth,Medium,MCQ,True,Uses FP-tree,0,0,55,Wrong,"['Student_S26', 'Topic_FP-Growth', 'Difficulty_Medium', 'Wrong']"
S53,Q19,Association Rules,Easy,True/False,Support and Confidence,Support and Confidence,1,1,23,Correct,"['Student_S53', 'Topic_Association Rules', 'Difficulty_Easy', 'Correct']"
S89,Q60,Outlier Detection,Medium,MCQ,Detect anomalies,Detect anomalies,1,1,10,Correct,"['Student_S89', 'Topic_Outlier Detection', 'Difficulty_Medium', 'Correct']"
S2,Q43,Clustering,Easy,True/False,Initial centroids,Initial centroids,1,1,19,Correct,"['Student_S2', 'Topic_Clustering', 'Difficulty_Easy', 'Correct']"
S12,Q50,Evaluation Metrics,Easy,MCQ,Accuracy,Accuracy,1,1,26,Correct,"['Student_S12', 'Topic_Evaluation Metrics', 'Difficulty_Easy', 'Correct']"
S83,Q15,Outlier Detection,Medium,True/False,Detect anomalies,Detect anomalies,1,1,39,Correct,"['Student_S83', 'Topic_Outlier Detection', 'Difficulty_Medium', 'Correct']"
S7,Q7,Association Rules,Easy,True/False,Support and Confidence,Support and Confidence,1,1,33,Correct,"['Student_S7', 'Topic_Association Rules', 'Difficulty_Easy', 'Correct']"
S87,Q21,Feature Selection,Hard,MCQ,Reduce dimensionality,Reduce dimensionality,1,1,16,Correct,"['Student_S87', 'Topic_Feature Selection', 'Difficulty_Hard', 'Correct']"
S98,Q57,Classification,Easy,MCQ,Decision Tree,Decision Tree,1,1,52,Correct,"['Student_S98', 'Topic_Classification', 'Difficulty_Easy', 'Correct']"
S83,Q11,Data Preprocessing,Medium,True/False,True,True,1,1,49,Correct,"['Student_S83', 'Topic_Data Preprocessing', 'Difficulty_Medium', 'Correct']"
S35,Q57,Clustering,Medium,True/False,Initial centroids,Initial centroids,1,1,21,Correct,"['Student_S35', 'Topic_Clustering', 'Difficulty_Medium', 'Correct']"
S15,Q26,Feature Selection,Medium,True/False,Reduce dimensionality,Reduce dimensionality,0,0,54,Wrong,"['Student_S15', 'Topic_Feature Selection', 'Difficulty_Medium', 'Wrong']"
S62,Q52,Feature Selection,Hard,MCQ,Reduce dimensionality,Reduce dimensionality,1,1,17,Correct,"['Student_S62', 'Topic_Feature Selection', 'Difficulty_Hard', 'Correct']"
S17,Q45,Classification,Easy,MCQ,Decision Tree,Decision Tree,1,1,36,Correct,"['Student_S17', 'Topic_Classification', 'Difficulty_Easy', 'Correct']"
S76,Q31,Outlier Detection,Easy,True/False,True,Detect anomalies,0,0,49,Wrong,"['Student_S76', 'Topic_Outlier Detection', 'Difficulty_Easy', 'Wrong']"
S4,Q56,Association Rules,Medium,True/False,Support and Confidence,Support and Confidence,1,1,17,Correct,"['Student_S4', 'Topic_Association Rules', 'Difficulty_Medium', 'Correct']"
S53,Q29,Classification,Easy,True/False,Decision Tree,Decision Tree,1,1,51,Correct,"['Student_S53', 'Topic_Classification', 'Difficulty_Easy', 'Correct']"
S41,Q1,Evaluation Metrics,Hard,MCQ,Accuracy,Accuracy,1,1,52,Correct,"['Student_S41', 'Topic_Evaluation Metrics', 'Difficulty_Hard', 'Correct']"
S44,Q34,Evaluation Metrics,Hard,MCQ,Accuracy,Accuracy,1,1,37,Correct,"['Student_S44', 'Topic_Evaluation Metrics', 'Difficulty_Hard', 'Correct']"
S85,Q47,FP-Growth,Medium,True/False,Uses FP-tree,Uses FP-tree,1,1,52,Correct,"['Student_S85', 'Topic_FP-Growth', 'Difficulty_Medium', 'Correct']"
S87,Q42,Feature Selection,Easy,MCQ,Decision Tree,Reduce dimensionality,0,0,51,Wrong,"['Student_S87', 'Topic_Feature Selection', 'Difficulty_Easy', 'Wrong']"
S21,Q33,Outlier Detection,Medium,MCQ,Detect anomalies,Detect anomalies,1,1,14,Correct,"['Student_S21', 'Topic_Outlier Detection', 'Difficulty_Medium', 'Correct']"
S97,Q32,Data Preprocessing,Easy,True/False,True,True,1,1,27,Correct,"['Student_S97', 'Topic_Data Preprocessing', 'Difficulty_Easy', 'Correct']"
S7,Q33,FP-Growth,Hard,True/False,Reduce dimensionality,Uses FP-tree,0,0,25,Wrong,"['Student_S7', 'Topic_FP-Growth', 'Difficulty_Hard', 'Wrong']"
S11,Q30,Outlier Detection,Hard,True/False,Initial centroids,Detect anomalies,0,0,41,Wrong,"['Student_S11', 'Topic_Outlier Detection', 'Difficulty_Hard', 'Wrong']"
